tick_number,sensor_x,sensor_y
14,34.285714285714285,34.285714285714285
15,34.285714285714285,34.285714285714285
16,34.285714285714285,34.285714285714285
17,34.285714285714285,34.285714285714285
18,34.285714285714285,34.285714285714285
19,34.285714285714285,34.285714285714285
20,34.285714285714285,34.285714285714285
21,34.285714285714285,34.285714285714285
22,34.285714285714285,34.285714285714285
23,34.285714285714285,34.285714285714285
24,34.285714285714285,34.285714285714285
25,34.285714285714285,34.285714285714285
26,34.285714285714285,34.285714285714285
27,34.285714285714285,34.285714285714285
28,34.285714285714285,34.285714285714285
30,34.285714285714285,34.285714285714285
31,34.285714285714285,34.285714285714285
32,34.285714285714285,34.285714285714285
33,34.285714285714285,34.285714285714285
35,34.285714285714285,34.285714285714285
38,26.0,26.0
39,26.0,26.0
40,26.0,26.0
41,26.0,26.0
42,26.0,26.0
43,26.0,26.0
44,26.0,26.0
45,26.0,26.0
46,26.0,26.0
47,26.0,26.0
48,26.0,26.0
49,26.0,26.0
50,26.0,26.0
51,26.0,26.0
52,26.0,26.0
53,26.0,26.0
54,26.0,26.0
55,26.0,26.0
56,26.0,26.0
57,26.0,26.0
58,26.0,26.0
59,26.0,26.0
60,26.0,26.0
61,26.0,26.0
62,26.0,26.0
63,26.0,26.0
64,26.0,26.0
65,26.0,26.0
66,26.0,26.0
160,17.714285714285715,17.714285714285715
161,17.714285714285715,17.714285714285715
162,17.714285714285715,17.714285714285715
163,17.714285714285715,17.714285714285715
164,17.714285714285715,17.714285714285715
165,17.714285714285715,17.714285714285715
166,17.714285714285715,17.714285714285715
167,17.714285714285715,17.714285714285715
168,17.714285714285715,17.714285714285715
169,17.714285714285715,17.714285714285715
170,17.714285714285715,17.714285714285715
171,17.714285714285715,17.714285714285715
172,17.714285714285715,17.714285714285715
173,17.714285714285715,17.714285714285715
174,17.714285714285715,17.714285714285715
175,17.714285714285715,17.714285714285715
176,17.714285714285715,17.714285714285715
177,17.714285714285715,17.714285714285715
178,17.714285714285715,17.714285714285715
179,17.714285714285715,17.714285714285715
